,District_Code,Sex,District,Neighborhood,Neighborhood_Code,Population,Five-Year_Age,Nationality
3163,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,72,5-9 years,Foreign
3164,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,128,5-9 years,Foreign
3165,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,104,5-9 years,Foreign
3166,6,Women,Gràcia,Vallcarca i els Penitents,28,37,5-9 years,Foreign
3167,6,Women,Gràcia,el Coll,29,27,5-9 years,Foreign
3168,6,Women,Gràcia,la Salut,30,43,5-9 years,Foreign
3169,6,Women,Gràcia,la Vila de Gràcia,31,157,5-9 years,Foreign
3170,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,96,5-9 years,Foreign
3171,7,Women,Horta-Guinardó,el Baix Guinardó,33,81,5-9 years,Foreign
3172,7,Women,Horta-Guinardó,Can Baró,34,27,5-9 years,Foreign
3173,7,Women,Horta-Guinardó,el Guinardó,35,110,5-9 years,Foreign
3174,7,Women,Horta-Guinardó,la Font d'en Fargues,36,20,5-9 years,Foreign
3175,7,Women,Horta-Guinardó,el Carmel,37,125,5-9 years,Foreign
3176,7,Women,Horta-Guinardó,la Teixonera,38,48,5-9 years,Foreign
3177,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,39,5-9 years,Foreign
3178,7,Women,Horta-Guinardó,Montbau,40,19,5-9 years,Foreign
3179,7,Women,Horta-Guinardó,la Vall d'Hebron,41,13,5-9 years,Foreign
3180,7,Women,Horta-Guinardó,la Clota,42,3,5-9 years,Foreign
3181,7,Women,Horta-Guinardó,Horta,43,96,5-9 years,Foreign
3182,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,96,5-9 years,Foreign
3183,8,Women,Nou Barris,Porta,45,138,5-9 years,Foreign
3184,8,Women,Nou Barris,el Turó de la Peira,46,98,5-9 years,Foreign
3185,8,Women,Nou Barris,Can Peguera,47,8,5-9 years,Foreign
3186,8,Women,Nou Barris,la Guineueta,48,40,5-9 years,Foreign
3187,8,Women,Nou Barris,Canyelles,49,13,5-9 years,Foreign
3188,8,Women,Nou Barris,les Roquetes,50,94,5-9 years,Foreign
3189,8,Women,Nou Barris,Verdun,51,92,5-9 years,Foreign
3190,8,Women,Nou Barris,la Prosperitat,52,113,5-9 years,Foreign
3191,8,Women,Nou Barris,la Trinitat Nova,53,42,5-9 years,Foreign
3192,8,Women,Nou Barris,Torre Baró,54,14,5-9 years,Foreign
3193,8,Women,Nou Barris,Ciutat Meridiana,55,113,5-9 years,Foreign
3194,8,Women,Nou Barris,Vallbona,56,9,5-9 years,Foreign
3195,9,Women,Sant Andreu,la Trinitat Vella,57,99,5-9 years,Foreign
3196,9,Women,Sant Andreu,Baró de Viver,58,9,5-9 years,Foreign
3197,9,Women,Sant Andreu,el Bon Pastor,59,48,5-9 years,Foreign
3198,9,Women,Sant Andreu,Sant Andreu,60,111,5-9 years,Foreign
3199,9,Women,Sant Andreu,la Sagrera,61,85,5-9 years,Foreign
3200,9,Women,Sant Andreu,el Congrés i els Indians,62,40,5-9 years,Foreign
3201,9,Women,Sant Andreu,Navas,63,85,5-9 years,Foreign
3202,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,146,5-9 years,Foreign
3203,10,Women,Sant Martí,el Clot,65,72,5-9 years,Foreign
3204,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,64,5-9 years,Foreign
3205,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,48,5-9 years,Foreign
3206,10,Women,Sant Martí,el Poblenou,68,151,5-9 years,Foreign
3207,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,77,5-9 years,Foreign
3208,10,Women,Sant Martí,el Besòs i el Maresme,70,224,5-9 years,Foreign
3209,10,Women,Sant Martí,Provençals del Poblenou,71,93,5-9 years,Foreign
3210,10,Women,Sant Martí,Sant Martí de Provençals,72,78,5-9 years,Foreign
3211,10,Women,Sant Martí,la Verneda i la Pau,73,104,5-9 years,Foreign
3212,1,Women,Ciutat Vella,el Raval,1,318,10-14 years,Foreign
3213,1,Women,Ciutat Vella,el Barri Gòtic,2,75,10-14 years,Foreign
3214,1,Women,Ciutat Vella,la Barceloneta,3,32,10-14 years,Foreign
3215,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,130,10-14 years,Foreign
3216,2,Women,Eixample,el Fort Pienc,5,118,10-14 years,Foreign
3217,2,Women,Eixample,la Sagrada Família,6,137,10-14 years,Foreign
3218,2,Women,Eixample,la Dreta de l'Eixample,7,141,10-14 years,Foreign
3219,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,98,10-14 years,Foreign
3220,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,146,10-14 years,Foreign
3221,2,Women,Eixample,Sant Antoni,10,93,10-14 years,Foreign
3222,3,Women,Sants-Montjuïc,el Poble Sec,11,187,10-14 years,Foreign
3223,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,2,10-14 years,Foreign
3224,3,Women,Sants-Montjuïc,la Marina de Port,13,115,10-14 years,Foreign
3225,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,23,10-14 years,Foreign
3226,3,Women,Sants-Montjuïc,Hostafrancs,15,47,10-14 years,Foreign
3227,3,Women,Sants-Montjuïc,la Bordeta,16,41,10-14 years,Foreign
3228,3,Women,Sants-Montjuïc,Sants - Badal,17,68,10-14 years,Foreign
3229,3,Women,Sants-Montjuïc,Sants,18,147,10-14 years,Foreign
3230,4,Women,Les Corts,les Corts,19,93,10-14 years,Foreign
3231,4,Women,Les Corts,la Maternitat i Sant Ramon,20,36,10-14 years,Foreign
3232,4,Women,Les Corts,Pedralbes,21,96,10-14 years,Foreign
3233,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,17,10-14 years,Foreign
3234,5,Women,Sarrià-Sant Gervasi,Sarrià,23,113,10-14 years,Foreign
3235,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,49,10-14 years,Foreign
3236,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,88,10-14 years,Foreign
3237,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,160,10-14 years,Foreign
3238,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,68,10-14 years,Foreign
3239,6,Women,Gràcia,Vallcarca i els Penitents,28,34,10-14 years,Foreign
3240,6,Women,Gràcia,el Coll,29,20,10-14 years,Foreign
3241,6,Women,Gràcia,la Salut,30,37,10-14 years,Foreign
3242,6,Women,Gràcia,la Vila de Gràcia,31,132,10-14 years,Foreign
3243,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,75,10-14 years,Foreign
3244,7,Women,Horta-Guinardó,el Baix Guinardó,33,46,10-14 years,Foreign
3245,7,Women,Horta-Guinardó,Can Baró,34,27,10-14 years,Foreign
3246,7,Women,Horta-Guinardó,el Guinardó,35,92,10-14 years,Foreign
3247,7,Women,Horta-Guinardó,la Font d'en Fargues,36,13,10-14 years,Foreign
3248,7,Women,Horta-Guinardó,el Carmel,37,117,10-14 years,Foreign
3249,7,Women,Horta-Guinardó,la Teixonera,38,37,10-14 years,Foreign
3250,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,23,10-14 years,Foreign
3251,7,Women,Horta-Guinardó,Montbau,40,11,10-14 years,Foreign
3252,7,Women,Horta-Guinardó,la Vall d'Hebron,41,13,10-14 years,Foreign
3253,7,Women,Horta-Guinardó,la Clota,42,3,10-14 years,Foreign
3254,7,Women,Horta-Guinardó,Horta,43,75,10-14 years,Foreign
3255,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,77,10-14 years,Foreign
3256,8,Women,Nou Barris,Porta,45,117,10-14 years,Foreign
3257,8,Women,Nou Barris,el Turó de la Peira,46,58,10-14 years,Foreign
3258,8,Women,Nou Barris,Can Peguera,47,2,10-14 years,Foreign
3259,8,Women,Nou Barris,la Guineueta,48,21,10-14 years,Foreign
3260,8,Women,Nou Barris,Canyelles,49,4,10-14 years,Foreign
3261,8,Women,Nou Barris,les Roquetes,50,87,10-14 years,Foreign
3262,8,Women,Nou Barris,Verdun,51,52,10-14 years,Foreign
3263,8,Women,Nou Barris,la Prosperitat,52,98,10-14 years,Foreign
3264,8,Women,Nou Barris,la Trinitat Nova,53,37,10-14 years,Foreign
3265,8,Women,Nou Barris,Torre Baró,54,18,10-14 years,Foreign
3266,8,Women,Nou Barris,Ciutat Meridiana,55,82,10-14 years,Foreign
3267,8,Women,Nou Barris,Vallbona,56,4,10-14 years,Foreign
3268,9,Women,Sant Andreu,la Trinitat Vella,57,64,10-14 years,Foreign
3269,9,Women,Sant Andreu,Baró de Viver,58,9,10-14 years,Foreign
3270,9,Women,Sant Andreu,el Bon Pastor,59,53,10-14 years,Foreign
3271,9,Women,Sant Andreu,Sant Andreu,60,119,10-14 years,Foreign
3272,9,Women,Sant Andreu,la Sagrera,61,70,10-14 years,Foreign
3273,9,Women,Sant Andreu,el Congrés i els Indians,62,46,10-14 years,Foreign
3274,9,Women,Sant Andreu,Navas,63,58,10-14 years,Foreign
3275,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,97,10-14 years,Foreign
3276,10,Women,Sant Martí,el Clot,65,64,10-14 years,Foreign
3277,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,36,10-14 years,Foreign
3278,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,31,10-14 years,Foreign
3279,10,Women,Sant Martí,el Poblenou,68,92,10-14 years,Foreign
3280,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,57,10-14 years,Foreign
3281,10,Women,Sant Martí,el Besòs i el Maresme,70,156,10-14 years,Foreign
3282,10,Women,Sant Martí,Provençals del Poblenou,71,58,10-14 years,Foreign
3283,10,Women,Sant Martí,Sant Martí de Provençals,72,70,10-14 years,Foreign
3284,10,Women,Sant Martí,la Verneda i la Pau,73,95,10-14 years,Foreign
3285,1,Women,Ciutat Vella,el Raval,1,346,15-19 years,Foreign
3286,1,Women,Ciutat Vella,el Barri Gòtic,2,92,15-19 years,Foreign
3287,1,Women,Ciutat Vella,la Barceloneta,3,38,15-19 years,Foreign
3288,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,81,15-19 years,Foreign
3289,2,Women,Eixample,el Fort Pienc,5,115,15-19 years,Foreign
3290,2,Women,Eixample,la Sagrada Família,6,161,15-19 years,Foreign
3291,2,Women,Eixample,la Dreta de l'Eixample,7,139,15-19 years,Foreign
3292,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,114,15-19 years,Foreign
3293,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,141,15-19 years,Foreign
3294,2,Women,Eixample,Sant Antoni,10,105,15-19 years,Foreign
3295,3,Women,Sants-Montjuïc,el Poble Sec,11,184,15-19 years,Foreign
3296,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,3,15-19 years,Foreign
3297,3,Women,Sants-Montjuïc,la Marina de Port,13,159,15-19 years,Foreign
3298,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,26,15-19 years,Foreign
3299,3,Women,Sants-Montjuïc,Hostafrancs,15,47,15-19 years,Foreign
3300,3,Women,Sants-Montjuïc,la Bordeta,16,39,15-19 years,Foreign
3301,3,Women,Sants-Montjuïc,Sants - Badal,17,97,15-19 years,Foreign
3302,3,Women,Sants-Montjuïc,Sants,18,134,15-19 years,Foreign
3303,4,Women,Les Corts,les Corts,19,113,15-19 years,Foreign
3304,4,Women,Les Corts,la Maternitat i Sant Ramon,20,50,15-19 years,Foreign
3305,4,Women,Les Corts,Pedralbes,21,95,15-19 years,Foreign
3306,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,16,15-19 years,Foreign
3307,5,Women,Sarrià-Sant Gervasi,Sarrià,23,126,15-19 years,Foreign
3308,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,41,15-19 years,Foreign
3309,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,105,15-19 years,Foreign
3310,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,142,15-19 years,Foreign
3311,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,72,15-19 years,Foreign
3312,6,Women,Gràcia,Vallcarca i els Penitents,28,48,15-19 years,Foreign
3313,6,Women,Gràcia,el Coll,29,27,15-19 years,Foreign
3314,6,Women,Gràcia,la Salut,30,20,15-19 years,Foreign
3315,6,Women,Gràcia,la Vila de Gràcia,31,157,15-19 years,Foreign
3316,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,62,15-19 years,Foreign
3317,7,Women,Horta-Guinardó,el Baix Guinardó,33,51,15-19 years,Foreign
3318,7,Women,Horta-Guinardó,Can Baró,34,21,15-19 years,Foreign
3319,7,Women,Horta-Guinardó,el Guinardó,35,97,15-19 years,Foreign
3320,7,Women,Horta-Guinardó,la Font d'en Fargues,36,9,15-19 years,Foreign
3321,7,Women,Horta-Guinardó,el Carmel,37,98,15-19 years,Foreign
3322,7,Women,Horta-Guinardó,la Teixonera,38,48,15-19 years,Foreign
3323,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,37,15-19 years,Foreign
3324,7,Women,Horta-Guinardó,Montbau,40,16,15-19 years,Foreign
3325,7,Women,Horta-Guinardó,la Vall d'Hebron,41,9,15-19 years,Foreign
3326,7,Women,Horta-Guinardó,la Clota,42,1,15-19 years,Foreign
3327,7,Women,Horta-Guinardó,Horta,43,82,15-19 years,Foreign
3328,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,91,15-19 years,Foreign
3329,8,Women,Nou Barris,Porta,45,134,15-19 years,Foreign
3330,8,Women,Nou Barris,el Turó de la Peira,46,81,15-19 years,Foreign
3331,8,Women,Nou Barris,Can Peguera,47,6,15-19 years,Foreign
3332,8,Women,Nou Barris,la Guineueta,48,34,15-19 years,Foreign
3333,8,Women,Nou Barris,Canyelles,49,12,15-19 years,Foreign
3334,8,Women,Nou Barris,les Roquetes,50,97,15-19 years,Foreign
3335,8,Women,Nou Barris,Verdun,51,67,15-19 years,Foreign
3336,8,Women,Nou Barris,la Prosperitat,52,115,15-19 years,Foreign
3337,8,Women,Nou Barris,la Trinitat Nova,53,43,15-19 years,Foreign
3338,8,Women,Nou Barris,Torre Baró,54,13,15-19 years,Foreign
3339,8,Women,Nou Barris,Ciutat Meridiana,55,64,15-19 years,Foreign
3340,8,Women,Nou Barris,Vallbona,56,5,15-19 years,Foreign
3341,9,Women,Sant Andreu,la Trinitat Vella,57,66,15-19 years,Foreign
3342,9,Women,Sant Andreu,Baró de Viver,58,4,15-19 years,Foreign
3343,9,Women,Sant Andreu,el Bon Pastor,59,49,15-19 years,Foreign
3344,9,Women,Sant Andreu,Sant Andreu,60,100,15-19 years,Foreign
3345,9,Women,Sant Andreu,la Sagrera,61,94,15-19 years,Foreign
3346,9,Women,Sant Andreu,el Congrés i els Indians,62,53,15-19 years,Foreign
3347,9,Women,Sant Andreu,Navas,63,76,15-19 years,Foreign
3348,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,90,15-19 years,Foreign
3349,10,Women,Sant Martí,el Clot,65,70,15-19 years,Foreign
3350,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,42,15-19 years,Foreign
3351,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,22,15-19 years,Foreign
3352,10,Women,Sant Martí,el Poblenou,68,78,15-19 years,Foreign
3353,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,45,15-19 years,Foreign
3354,10,Women,Sant Martí,el Besòs i el Maresme,70,146,15-19 years,Foreign
3355,10,Women,Sant Martí,Provençals del Poblenou,71,39,15-19 years,Foreign
3356,10,Women,Sant Martí,Sant Martí de Provençals,72,69,15-19 years,Foreign
3357,10,Women,Sant Martí,la Verneda i la Pau,73,91,15-19 years,Foreign
3358,1,Women,Ciutat Vella,el Raval,1,921,20-24 years,Foreign
3359,1,Women,Ciutat Vella,el Barri Gòtic,2,521,20-24 years,Foreign
3360,1,Women,Ciutat Vella,la Barceloneta,3,285,20-24 years,Foreign
3361,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,428,20-24 years,Foreign
3362,2,Women,Eixample,el Fort Pienc,5,394,20-24 years,Foreign
3363,2,Women,Eixample,la Sagrada Família,6,522,20-24 years,Foreign
3364,2,Women,Eixample,la Dreta de l'Eixample,7,528,20-24 years,Foreign
3365,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,515,20-24 years,Foreign
3366,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,538,20-24 years,Foreign
3367,2,Women,Eixample,Sant Antoni,10,398,20-24 years,Foreign
3368,3,Women,Sants-Montjuïc,el Poble Sec,11,446,20-24 years,Foreign
3369,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,9,20-24 years,Foreign
3370,3,Women,Sants-Montjuïc,la Marina de Port,13,244,20-24 years,Foreign
3371,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,101,20-24 years,Foreign
3372,3,Women,Sants-Montjuïc,Hostafrancs,15,183,20-24 years,Foreign
3373,3,Women,Sants-Montjuïc,la Bordeta,16,105,20-24 years,Foreign
3374,3,Women,Sants-Montjuïc,Sants - Badal,17,213,20-24 years,Foreign
3375,3,Women,Sants-Montjuïc,Sants,18,375,20-24 years,Foreign
3376,4,Women,Les Corts,les Corts,19,270,20-24 years,Foreign
3377,4,Women,Les Corts,la Maternitat i Sant Ramon,20,132,20-24 years,Foreign
3378,4,Women,Les Corts,Pedralbes,21,69,20-24 years,Foreign
3379,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,16,20-24 years,Foreign
3380,5,Women,Sarrià-Sant Gervasi,Sarrià,23,124,20-24 years,Foreign
3381,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,84,20-24 years,Foreign
3382,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,165,20-24 years,Foreign
3383,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,291,20-24 years,Foreign
