,District_Code,Sex,District,Neighborhood,Neighborhood_Code,Population,Five-Year_Age,Nationality
1710,6,Men,Gràcia,la Vila de Gràcia,31,776,10-14 years,Spain
1711,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,569,10-14 years,Spain
1712,7,Men,Horta-Guinardó,el Baix Guinardó,33,455,10-14 years,Spain
1713,7,Men,Horta-Guinardó,Can Baró,34,173,10-14 years,Spain
1714,7,Men,Horta-Guinardó,el Guinardó,35,696,10-14 years,Spain
1715,7,Men,Horta-Guinardó,la Font d'en Fargues,36,244,10-14 years,Spain
1716,7,Men,Horta-Guinardó,el Carmel,37,635,10-14 years,Spain
1717,7,Men,Horta-Guinardó,la Teixonera,38,212,10-14 years,Spain
1718,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,112,10-14 years,Spain
1719,7,Men,Horta-Guinardó,Montbau,40,86,10-14 years,Spain
1720,7,Men,Horta-Guinardó,la Vall d'Hebron,41,112,10-14 years,Spain
1721,7,Men,Horta-Guinardó,la Clota,42,13,10-14 years,Spain
1722,7,Men,Horta-Guinardó,Horta,43,564,10-14 years,Spain
1723,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,479,10-14 years,Spain
1724,8,Men,Nou Barris,Porta,45,471,10-14 years,Spain
1725,8,Men,Nou Barris,el Turó de la Peira,46,304,10-14 years,Spain
1726,8,Men,Nou Barris,Can Peguera,47,62,10-14 years,Spain
1727,8,Men,Nou Barris,la Guineueta,48,316,10-14 years,Spain
1728,8,Men,Nou Barris,Canyelles,49,118,10-14 years,Spain
1729,8,Men,Nou Barris,les Roquetes,50,354,10-14 years,Spain
1730,8,Men,Nou Barris,Verdun,51,239,10-14 years,Spain
1731,8,Men,Nou Barris,la Trinitat Nova,53,160,10-14 years,Spain
1732,8,Men,Nou Barris,Torre Baró,54,85,10-14 years,Spain
1733,8,Men,Nou Barris,Ciutat Meridiana,55,246,10-14 years,Spain
1734,8,Men,Nou Barris,Vallbona,56,57,10-14 years,Spain
1735,9,Men,Sant Andreu,la Trinitat Vella,57,245,10-14 years,Spain
1736,9,Men,Sant Andreu,Baró de Viver,58,64,10-14 years,Spain
1737,9,Men,Sant Andreu,el Bon Pastor,59,394,10-14 years,Spain
1738,9,Men,Sant Andreu,Sant Andreu,60,1264,10-14 years,Spain
1739,9,Men,Sant Andreu,la Sagrera,61,519,10-14 years,Spain
1740,9,Men,Sant Andreu,el Congrés i els Indians,62,278,10-14 years,Spain
1741,9,Men,Sant Andreu,Navas,63,380,10-14 years,Spain
1742,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,574,10-14 years,Spain
1743,10,Men,Sant Martí,el Clot,65,541,10-14 years,Spain
1744,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,255,10-14 years,Spain
1745,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,206,10-14 years,Spain
1746,10,Men,Sant Martí,el Poblenou,68,862,10-14 years,Spain
1747,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,378,10-14 years,Spain
1748,10,Men,Sant Martí,el Besòs i el Maresme,70,494,10-14 years,Spain
1749,10,Men,Sant Martí,Provençals del Poblenou,71,428,10-14 years,Spain
1750,10,Men,Sant Martí,Sant Martí de Provençals,72,497,10-14 years,Spain
1751,10,Men,Sant Martí,la Verneda i la Pau,73,521,10-14 years,Spain
1752,1,Men,Ciutat Vella,el Raval,1,579,15-19 years,Spain
1753,1,Men,Ciutat Vella,el Barri Gòtic,2,151,15-19 years,Spain
1754,1,Men,Ciutat Vella,la Barceloneta,3,182,15-19 years,Spain
1755,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,248,15-19 years,Spain
1756,2,Men,Eixample,el Fort Pienc,5,504,15-19 years,Spain
1757,2,Men,Eixample,la Sagrada Família,6,776,15-19 years,Spain
1758,2,Men,Eixample,la Dreta de l'Eixample,7,753,15-19 years,Spain
1759,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,653,15-19 years,Spain
1760,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,870,15-19 years,Spain
1761,2,Men,Eixample,Sant Antoni,10,550,15-19 years,Spain
1762,3,Men,Sants-Montjuïc,el Poble Sec,11,586,15-19 years,Spain
1763,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,28,15-19 years,Spain
1764,3,Men,Sants-Montjuïc,la Marina de Port,13,698,15-19 years,Spain
1765,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,158,15-19 years,Spain
1766,3,Men,Sants-Montjuïc,Hostafrancs,15,215,15-19 years,Spain
1767,3,Men,Sants-Montjuïc,la Bordeta,16,341,15-19 years,Spain
1768,3,Men,Sants-Montjuïc,Sants - Badal,17,375,15-19 years,Spain
1769,3,Men,Sants-Montjuïc,Sants,18,645,15-19 years,Spain
1770,4,Men,Les Corts,les Corts,19,811,15-19 years,Spain
1771,4,Men,Les Corts,la Maternitat i Sant Ramon,20,424,15-19 years,Spain
1772,4,Men,Les Corts,Pedralbes,21,281,15-19 years,Spain
1773,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,128,15-19 years,Spain
1774,5,Men,Sarrià-Sant Gervasi,Sarrià,23,674,15-19 years,Spain
1775,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,539,15-19 years,Spain
1776,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,685,15-19 years,Spain
1777,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,1248,15-19 years,Spain
1778,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,679,15-19 years,Spain
1779,6,Men,Gràcia,Vallcarca i els Penitents,28,351,15-19 years,Spain
1780,6,Men,Gràcia,el Coll,29,134,15-19 years,Spain
1781,6,Men,Gràcia,la Salut,30,247,15-19 years,Spain
1782,6,Men,Gràcia,la Vila de Gràcia,31,736,15-19 years,Spain
1783,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,547,15-19 years,Spain
1784,7,Men,Horta-Guinardó,el Baix Guinardó,33,443,15-19 years,Spain
1785,7,Men,Horta-Guinardó,Can Baró,34,168,15-19 years,Spain
1786,7,Men,Horta-Guinardó,el Guinardó,35,662,15-19 years,Spain
1787,7,Men,Horta-Guinardó,la Font d'en Fargues,36,224,15-19 years,Spain
1788,7,Men,Horta-Guinardó,el Carmel,37,618,15-19 years,Spain
1789,7,Men,Horta-Guinardó,la Teixonera,38,247,15-19 years,Spain
1790,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,133,15-19 years,Spain
1791,7,Men,Horta-Guinardó,Montbau,40,89,15-19 years,Spain
1792,7,Men,Horta-Guinardó,la Vall d'Hebron,41,98,15-19 years,Spain
1793,7,Men,Horta-Guinardó,la Clota,42,11,15-19 years,Spain
1794,7,Men,Horta-Guinardó,Horta,43,578,15-19 years,Spain
1795,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,470,15-19 years,Spain
1796,8,Men,Nou Barris,Porta,45,425,15-19 years,Spain
1797,8,Men,Nou Barris,el Turó de la Peira,46,285,15-19 years,Spain
1798,8,Men,Nou Barris,Can Peguera,47,54,15-19 years,Spain
1799,8,Men,Nou Barris,la Guineueta,48,296,15-19 years,Spain
1800,8,Men,Nou Barris,Canyelles,49,153,15-19 years,Spain
1801,8,Men,Nou Barris,les Roquetes,50,350,15-19 years,Spain
1802,8,Men,Nou Barris,Verdun,51,217,15-19 years,Spain
1803,8,Men,Nou Barris,la Prosperitat,52,489,15-19 years,Spain
1804,8,Men,Nou Barris,la Trinitat Nova,53,155,15-19 years,Spain
1805,8,Men,Nou Barris,Torre Baró,54,94,15-19 years,Spain
1806,8,Men,Nou Barris,Ciutat Meridiana,55,229,15-19 years,Spain
1807,8,Men,Nou Barris,Vallbona,56,25,15-19 years,Spain
1808,9,Men,Sant Andreu,la Trinitat Vella,57,196,15-19 years,Spain
1809,9,Men,Sant Andreu,Baró de Viver,58,64,15-19 years,Spain
1810,9,Men,Sant Andreu,el Bon Pastor,59,318,15-19 years,Spain
1811,9,Men,Sant Andreu,Sant Andreu,60,1180,15-19 years,Spain
1812,9,Men,Sant Andreu,la Sagrera,61,474,15-19 years,Spain
1813,9,Men,Sant Andreu,el Congrés i els Indians,62,246,15-19 years,Spain
1814,9,Men,Sant Andreu,Navas,63,411,15-19 years,Spain
1815,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,607,15-19 years,Spain
1816,10,Men,Sant Martí,el Clot,65,532,15-19 years,Spain
1817,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,215,15-19 years,Spain
1818,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,265,15-19 years,Spain
1819,10,Men,Sant Martí,el Poblenou,68,742,15-19 years,Spain
1820,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,286,15-19 years,Spain
1821,10,Men,Sant Martí,el Besòs i el Maresme,70,418,15-19 years,Spain
1822,10,Men,Sant Martí,Provençals del Poblenou,71,405,15-19 years,Spain
1823,10,Men,Sant Martí,Sant Martí de Provençals,72,480,15-19 years,Spain
1824,10,Men,Sant Martí,la Verneda i la Pau,73,578,15-19 years,Spain
1825,1,Men,Ciutat Vella,el Raval,1,542,20-24 years,Spain
1826,1,Men,Ciutat Vella,el Barri Gòtic,2,172,20-24 years,Spain
1827,1,Men,Ciutat Vella,la Barceloneta,3,198,20-24 years,Spain
1828,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,252,20-24 years,Spain
1829,2,Men,Eixample,el Fort Pienc,5,566,20-24 years,Spain
1830,2,Men,Eixample,la Sagrada Família,6,851,20-24 years,Spain
1831,2,Men,Eixample,la Dreta de l'Eixample,7,787,20-24 years,Spain
1832,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,742,20-24 years,Spain
1833,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,959,20-24 years,Spain
1834,2,Men,Eixample,Sant Antoni,10,562,20-24 years,Spain
1835,3,Men,Sants-Montjuïc,el Poble Sec,11,559,20-24 years,Spain
1836,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,16,20-24 years,Spain
1837,3,Men,Sants-Montjuïc,la Marina de Port,13,654,20-24 years,Spain
1838,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,168,20-24 years,Spain
1839,3,Men,Sants-Montjuïc,Hostafrancs,15,248,20-24 years,Spain
1840,3,Men,Sants-Montjuïc,la Bordeta,16,336,20-24 years,Spain
1841,3,Men,Sants-Montjuïc,Sants - Badal,17,437,20-24 years,Spain
1842,3,Men,Sants-Montjuïc,Sants,18,700,20-24 years,Spain
1843,4,Men,Les Corts,les Corts,19,879,20-24 years,Spain
1844,4,Men,Les Corts,la Maternitat i Sant Ramon,20,434,20-24 years,Spain
1845,4,Men,Les Corts,Pedralbes,21,261,20-24 years,Spain
1846,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,107,20-24 years,Spain
1847,5,Men,Sarrià-Sant Gervasi,Sarrià,23,545,20-24 years,Spain
1848,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,452,20-24 years,Spain
1849,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,630,20-24 years,Spain
1850,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,1172,20-24 years,Spain
1851,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,671,20-24 years,Spain
1852,6,Men,Gràcia,Vallcarca i els Penitents,28,269,20-24 years,Spain
1853,6,Men,Gràcia,el Coll,29,127,20-24 years,Spain
1854,6,Men,Gràcia,la Salut,30,213,20-24 years,Spain
1855,6,Men,Gràcia,la Vila de Gràcia,31,720,20-24 years,Spain
1856,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,599,20-24 years,Spain
1857,7,Men,Horta-Guinardó,el Baix Guinardó,33,479,20-24 years,Spain
1858,7,Men,Horta-Guinardó,Can Baró,34,160,20-24 years,Spain
1859,7,Men,Horta-Guinardó,el Guinardó,35,670,20-24 years,Spain
1860,7,Men,Horta-Guinardó,la Font d'en Fargues,36,205,20-24 years,Spain
1861,7,Men,Horta-Guinardó,el Carmel,37,580,20-24 years,Spain
1862,7,Men,Horta-Guinardó,la Teixonera,38,240,20-24 years,Spain
1863,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,137,20-24 years,Spain
1864,7,Men,Horta-Guinardó,Montbau,40,88,20-24 years,Spain
1865,8,Men,Nou Barris,Canyelles,49,141,25-29 years,Spain
1866,7,Men,Horta-Guinardó,la Vall d'Hebron,41,114,20-24 years,Spain
1867,7,Men,Horta-Guinardó,la Clota,42,17,20-24 years,Spain
1868,7,Men,Horta-Guinardó,Horta,43,455,20-24 years,Spain
1869,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,458,20-24 years,Spain
1870,8,Men,Nou Barris,Porta,45,415,20-24 years,Spain
1871,8,Men,Nou Barris,el Turó de la Peira,46,260,20-24 years,Spain
1872,8,Men,Nou Barris,Can Peguera,47,47,20-24 years,Spain
1873,8,Men,Nou Barris,la Guineueta,48,317,20-24 years,Spain
1874,8,Men,Nou Barris,Canyelles,49,137,20-24 years,Spain
1875,8,Men,Nou Barris,les Roquetes,50,281,20-24 years,Spain
1876,8,Men,Nou Barris,Verdun,51,223,20-24 years,Spain
1877,8,Men,Nou Barris,la Prosperitat,52,473,20-24 years,Spain
1878,8,Men,Nou Barris,la Trinitat Nova,53,146,20-24 years,Spain
1879,8,Men,Nou Barris,Torre Baró,54,64,20-24 years,Spain
1880,8,Men,Nou Barris,Ciutat Meridiana,55,221,20-24 years,Spain
1881,8,Men,Nou Barris,Vallbona,56,30,20-24 years,Spain
1882,9,Men,Sant Andreu,la Trinitat Vella,57,195,20-24 years,Spain
1883,9,Men,Sant Andreu,Baró de Viver,58,60,20-24 years,Spain
1884,9,Men,Sant Andreu,el Bon Pastor,59,257,20-24 years,Spain
1885,9,Men,Sant Andreu,Sant Andreu,60,1082,20-24 years,Spain
1886,9,Men,Sant Andreu,la Sagrera,61,514,20-24 years,Spain
1887,9,Men,Sant Andreu,el Congrés i els Indians,62,282,20-24 years,Spain
1888,9,Men,Sant Andreu,Navas,63,396,20-24 years,Spain
1889,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,608,20-24 years,Spain
1890,10,Men,Sant Martí,el Clot,65,572,20-24 years,Spain
1891,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,222,20-24 years,Spain
1892,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,291,20-24 years,Spain
1893,10,Men,Sant Martí,el Poblenou,68,553,20-24 years,Spain
1894,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,168,20-24 years,Spain
1895,10,Men,Sant Martí,el Besòs i el Maresme,70,401,20-24 years,Spain
1896,10,Men,Sant Martí,Provençals del Poblenou,71,409,20-24 years,Spain
1897,10,Men,Sant Martí,Sant Martí de Provençals,72,434,20-24 years,Spain
1898,10,Men,Sant Martí,la Verneda i la Pau,73,529,20-24 years,Spain
1899,1,Men,Ciutat Vella,el Raval,1,657,25-29 years,Spain
1900,1,Men,Ciutat Vella,el Barri Gòtic,2,257,25-29 years,Spain
1901,1,Men,Ciutat Vella,la Barceloneta,3,276,25-29 years,Spain
1902,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,324,25-29 years,Spain
1903,2,Men,Eixample,el Fort Pienc,5,616,25-29 years,Spain
1904,2,Men,Eixample,la Sagrada Família,6,1027,25-29 years,Spain
1905,2,Men,Eixample,la Dreta de l'Eixample,7,911,25-29 years,Spain
1906,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,895,25-29 years,Spain
1907,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,1253,25-29 years,Spain
1908,2,Men,Eixample,Sant Antoni,10,771,25-29 years,Spain
1909,3,Men,Sants-Montjuïc,el Poble Sec,11,626,25-29 years,Spain
1910,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,40,25-29 years,Spain
1911,3,Men,Sants-Montjuïc,la Marina de Port,13,676,25-29 years,Spain
1912,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,228,25-29 years,Spain
1913,3,Men,Sants-Montjuïc,Hostafrancs,15,337,25-29 years,Spain
1914,3,Men,Sants-Montjuïc,la Bordeta,16,400,25-29 years,Spain
1915,3,Men,Sants-Montjuïc,Sants - Badal,17,484,25-29 years,Spain
1916,3,Men,Sants-Montjuïc,Sants,18,855,25-29 years,Spain
1917,4,Men,Les Corts,les Corts,19,984,25-29 years,Spain
1918,4,Men,Les Corts,la Maternitat i Sant Ramon,20,533,25-29 years,Spain
1919,4,Men,Les Corts,Pedralbes,21,248,25-29 years,Spain
1920,8,Men,Nou Barris,la Guineueta,48,265,25-29 years,Spain
1921,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,105,25-29 years,Spain
1922,5,Men,Sarrià-Sant Gervasi,Sarrià,23,521,25-29 years,Spain
1923,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,382,25-29 years,Spain
1924,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,612,25-29 years,Spain
1925,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,1075,25-29 years,Spain
1926,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,642,25-29 years,Spain
1927,6,Men,Gràcia,Vallcarca i els Penitents,28,340,25-29 years,Spain
1928,6,Men,Gràcia,el Coll,29,164,25-29 years,Spain
1929,6,Men,Gràcia,la Salut,30,276,25-29 years,Spain
1930,6,Men,Gràcia,la Vila de Gràcia,31,985,25-29 years,Spain
1931,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,759,25-29 years,Spain
1932,7,Men,Horta-Guinardó,el Baix Guinardó,33,570,25-29 years,Spain
1933,7,Men,Horta-Guinardó,Can Baró,34,214,25-29 years,Spain
1934,7,Men,Horta-Guinardó,el Guinardó,35,748,25-29 years,Spain
1935,7,Men,Horta-Guinardó,la Font d'en Fargues,36,213,25-29 years,Spain
1936,7,Men,Horta-Guinardó,el Carmel,37,622,25-29 years,Spain
1937,7,Men,Horta-Guinardó,la Teixonera,38,249,25-29 years,Spain
1938,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,145,25-29 years,Spain
1939,7,Men,Horta-Guinardó,Montbau,40,106,25-29 years,Spain
1940,7,Men,Horta-Guinardó,la Vall d'Hebron,41,117,25-29 years,Spain
1941,7,Men,Horta-Guinardó,la Clota,42,11,25-29 years,Spain
1942,7,Men,Horta-Guinardó,Horta,43,551,25-29 years,Spain
1943,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,487,25-29 years,Spain
1944,8,Men,Nou Barris,Porta,45,424,25-29 years,Spain
1945,8,Men,Nou Barris,el Turó de la Peira,46,316,25-29 years,Spain
1946,8,Men,Nou Barris,Can Peguera,47,54,25-29 years,Spain
1947,8,Men,Nou Barris,les Roquetes,50,347,25-29 years,Spain
1948,8,Men,Nou Barris,Verdun,51,218,25-29 years,Spain
1949,8,Men,Nou Barris,la Prosperitat,52,509,25-29 years,Spain
1950,8,Men,Nou Barris,la Trinitat Nova,53,146,25-29 years,Spain
1951,8,Men,Nou Barris,Torre Baró,54,51,25-29 years,Spain
1952,8,Men,Nou Barris,Ciutat Meridiana,55,186,25-29 years,Spain
1953,8,Men,Nou Barris,Vallbona,56,17,25-29 years,Spain
1954,9,Men,Sant Andreu,la Trinitat Vella,57,200,25-29 years,Spain
1955,9,Men,Sant Andreu,Baró de Viver,58,63,25-29 years,Spain
1956,9,Men,Sant Andreu,el Bon Pastor,59,227,25-29 years,Spain
1957,9,Men,Sant Andreu,Sant Andreu,60,1157,25-29 years,Spain
1958,9,Men,Sant Andreu,la Sagrera,61,576,25-29 years,Spain
1959,9,Men,Sant Andreu,el Congrés i els Indians,62,307,25-29 years,Spain
1960,9,Men,Sant Andreu,Navas,63,439,25-29 years,Spain
1961,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,768,25-29 years,Spain
1962,10,Men,Sant Martí,el Clot,65,549,25-29 years,Spain
1963,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,278,25-29 years,Spain
1964,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,206,25-29 years,Spain
1965,10,Men,Sant Martí,el Poblenou,68,529,25-29 years,Spain
1966,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,143,25-29 years,Spain
1967,10,Men,Sant Martí,el Besòs i el Maresme,70,386,25-29 years,Spain
1968,10,Men,Sant Martí,Provençals del Poblenou,71,401,25-29 years,Spain
1969,10,Men,Sant Martí,Sant Martí de Provençals,72,496,25-29 years,Spain
1970,10,Men,Sant Martí,la Verneda i la Pau,73,572,25-29 years,Spain
1971,1,Men,Ciutat Vella,el Raval,1,697,30-34 years,Spain
1972,1,Men,Ciutat Vella,el Barri Gòtic,2,290,30-34 years,Spain
1973,1,Men,Ciutat Vella,la Barceloneta,3,297,30-34 years,Spain
1974,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,417,30-34 years,Spain
1975,2,Men,Eixample,el Fort Pienc,5,625,30-34 years,Spain
1976,2,Men,Eixample,la Sagrada Família,6,1192,30-34 years,Spain
1977,2,Men,Eixample,la Dreta de l'Eixample,7,882,30-34 years,Spain
1978,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,915,30-34 years,Spain
1979,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,1421,30-34 years,Spain
1980,2,Men,Eixample,Sant Antoni,10,849,30-34 years,Spain
1981,3,Men,Sants-Montjuïc,el Poble Sec,11,770,30-34 years,Spain
1982,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,52,30-34 years,Spain
1983,3,Men,Sants-Montjuïc,la Marina de Port,13,633,30-34 years,Spain
1984,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,241,30-34 years,Spain
1985,3,Men,Sants-Montjuïc,Hostafrancs,15,400,30-34 years,Spain
1986,3,Men,Sants-Montjuïc,la Bordeta,16,505,30-34 years,Spain
1987,3,Men,Sants-Montjuïc,Sants - Badal,17,572,30-34 years,Spain
1988,3,Men,Sants-Montjuïc,Sants,18,990,30-34 years,Spain
1989,4,Men,Les Corts,les Corts,19,1133,30-34 years,Spain
1990,4,Men,Les Corts,la Maternitat i Sant Ramon,20,556,30-34 years,Spain
1991,4,Men,Les Corts,Pedralbes,21,225,30-34 years,Spain
1992,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,85,30-34 years,Spain
1993,5,Men,Sarrià-Sant Gervasi,Sarrià,23,468,30-34 years,Spain
1994,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,308,30-34 years,Spain
1995,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,522,30-34 years,Spain
1996,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,903,30-34 years,Spain
1997,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,658,30-34 years,Spain
1998,6,Men,Gràcia,Vallcarca i els Penitents,28,366,30-34 years,Spain
1999,6,Men,Gràcia,el Coll,29,149,30-34 years,Spain
2000,6,Men,Gràcia,la Salut,30,294,30-34 years,Spain
2001,6,Men,Gràcia,la Vila de Gràcia,31,1239,30-34 years,Spain
2002,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,764,30-34 years,Spain
2003,7,Men,Horta-Guinardó,el Baix Guinardó,33,589,30-34 years,Spain
2004,7,Men,Horta-Guinardó,Can Baró,34,208,30-34 years,Spain
2005,7,Men,Horta-Guinardó,el Guinardó,35,837,30-34 years,Spain
2006,7,Men,Horta-Guinardó,la Font d'en Fargues,36,164,30-34 years,Spain
2007,7,Men,Horta-Guinardó,el Carmel,37,643,30-34 years,Spain
2008,7,Men,Horta-Guinardó,la Teixonera,38,260,30-34 years,Spain
2009,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,169,30-34 years,Spain
2010,7,Men,Horta-Guinardó,Montbau,40,101,30-34 years,Spain
2011,7,Men,Horta-Guinardó,la Vall d'Hebron,41,115,30-34 years,Spain
2012,7,Men,Horta-Guinardó,la Clota,42,11,30-34 years,Spain
2013,7,Men,Horta-Guinardó,Horta,43,567,30-34 years,Spain
2014,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,489,30-34 years,Spain
2015,8,Men,Nou Barris,Porta,45,502,30-34 years,Spain
2016,8,Men,Nou Barris,el Turó de la Peira,46,288,30-34 years,Spain
2017,8,Men,Nou Barris,Can Peguera,47,62,30-34 years,Spain
2018,8,Men,Nou Barris,la Guineueta,48,292,30-34 years,Spain
2019,8,Men,Nou Barris,Canyelles,49,139,30-34 years,Spain
2020,8,Men,Nou Barris,les Roquetes,50,324,30-34 years,Spain
2021,8,Men,Nou Barris,Verdun,51,254,30-34 years,Spain
2022,8,Men,Nou Barris,la Prosperitat,52,485,30-34 years,Spain
2023,8,Men,Nou Barris,la Trinitat Nova,53,129,30-34 years,Spain
2024,8,Men,Nou Barris,Torre Baró,54,74,30-34 years,Spain
2025,8,Men,Nou Barris,Ciutat Meridiana,55,156,30-34 years,Spain
2026,8,Men,Nou Barris,Vallbona,56,28,30-34 years,Spain
2027,9,Men,Sant Andreu,la Trinitat Vella,57,166,30-34 years,Spain
2028,9,Men,Sant Andreu,Baró de Viver,58,57,30-34 years,Spain
2029,1,Men,Ciutat Vella,el Raval,1,972,45-49 years,Spain
2030,9,Men,Sant Andreu,el Bon Pastor,59,207,30-34 years,Spain
2031,9,Men,Sant Andreu,Sant Andreu,60,1403,30-34 years,Spain
2032,9,Men,Sant Andreu,la Sagrera,61,657,30-34 years,Spain
2033,9,Men,Sant Andreu,el Congrés i els Indians,62,309,30-34 years,Spain
2034,9,Men,Sant Andreu,Navas,63,503,30-34 years,Spain
