,District_Code,Sex,District,Neighborhood,Neighborhood_Code,Population,Nationality
12802,8,Men,Nou Barris,la Trinitat Nova,53,0,Netherlands
12803,8,Men,Nou Barris,Torre Baró,54,0,Netherlands
12804,8,Men,Nou Barris,Ciutat Meridiana,55,1,Netherlands
12805,8,Men,Nou Barris,Vallbona,56,0,Netherlands
12806,9,Men,Sant Andreu,la Trinitat Vella,57,8,Netherlands
12807,9,Men,Sant Andreu,Baró de Viver,58,1,Netherlands
12808,9,Men,Sant Andreu,el Bon Pastor,59,2,Netherlands
12809,9,Men,Sant Andreu,Sant Andreu,60,25,Netherlands
12810,9,Men,Sant Andreu,la Sagrera,61,12,Netherlands
12811,9,Men,Sant Andreu,el Congrés i els Indians,62,2,Netherlands
12812,9,Men,Sant Andreu,Navas,63,9,Netherlands
12813,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,36,Netherlands
12814,10,Men,Sant Martí,el Clot,65,16,Netherlands
12815,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,24,Netherlands
12816,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,22,Netherlands
12817,10,Men,Sant Martí,el Poblenou,68,84,Netherlands
12818,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,35,Netherlands
12819,10,Men,Sant Martí,el Besòs i el Maresme,70,14,Netherlands
12820,10,Men,Sant Martí,Provençals del Poblenou,71,20,Netherlands
12821,10,Men,Sant Martí,Sant Martí de Provençals,72,6,Netherlands
12822,10,Men,Sant Martí,la Verneda i la Pau,73,5,Netherlands
12823,1,Men,Ciutat Vella,el Raval,1,41,Bulgaria
12824,1,Men,Ciutat Vella,el Barri Gòtic,2,21,Bulgaria
12825,1,Men,Ciutat Vella,la Barceloneta,3,27,Bulgaria
12826,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,11,Bulgaria
12827,2,Men,Eixample,el Fort Pienc,5,16,Bulgaria
12828,2,Men,Eixample,la Sagrada Família,6,11,Bulgaria
12829,2,Men,Eixample,la Dreta de l'Eixample,7,14,Bulgaria
12830,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,19,Bulgaria
12831,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,17,Bulgaria
12832,2,Men,Eixample,Sant Antoni,10,17,Bulgaria
12833,3,Men,Sants-Montjuïc,el Poble Sec,11,25,Bulgaria
12834,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Bulgaria
12835,3,Men,Sants-Montjuïc,la Marina de Port,13,35,Bulgaria
12836,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,7,Bulgaria
12837,3,Men,Sants-Montjuïc,Hostafrancs,15,17,Bulgaria
12838,3,Men,Sants-Montjuïc,la Bordeta,16,9,Bulgaria
12839,3,Men,Sants-Montjuïc,Sants - Badal,17,11,Bulgaria
12840,3,Men,Sants-Montjuïc,Sants,18,27,Bulgaria
12841,4,Men,Les Corts,les Corts,19,25,Bulgaria
12842,4,Men,Les Corts,la Maternitat i Sant Ramon,20,7,Bulgaria
12843,4,Men,Les Corts,Pedralbes,21,11,Bulgaria
12844,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,1,Bulgaria
12845,5,Men,Sarrià-Sant Gervasi,Sarrià,23,30,Bulgaria
12846,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,9,Bulgaria
12847,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,1,Bulgaria
12848,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,7,Bulgaria
12849,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,11,Bulgaria
12850,6,Men,Gràcia,Vallcarca i els Penitents,28,6,Bulgaria
12851,6,Men,Gràcia,el Coll,29,4,Bulgaria
12852,6,Men,Gràcia,la Salut,30,1,Bulgaria
12853,6,Men,Gràcia,la Vila de Gràcia,31,20,Bulgaria
12854,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,19,Bulgaria
12855,7,Men,Horta-Guinardó,el Baix Guinardó,33,2,Bulgaria
12856,7,Men,Horta-Guinardó,Can Baró,34,7,Bulgaria
12857,7,Men,Horta-Guinardó,el Guinardó,35,28,Bulgaria
12858,7,Men,Horta-Guinardó,la Font d'en Fargues,36,1,Bulgaria
12859,7,Men,Horta-Guinardó,el Carmel,37,21,Bulgaria
12860,7,Men,Horta-Guinardó,la Teixonera,38,7,Bulgaria
12861,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,1,Bulgaria
12862,7,Men,Horta-Guinardó,Montbau,40,1,Bulgaria
12863,7,Men,Horta-Guinardó,la Vall d'Hebron,41,4,Bulgaria
12864,7,Men,Horta-Guinardó,la Clota,42,0,Bulgaria
12865,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,17,Bulgaria
12866,8,Men,Nou Barris,Porta,45,11,Bulgaria
12867,8,Men,Nou Barris,el Turó de la Peira,46,3,Bulgaria
12868,8,Men,Nou Barris,Can Peguera,47,0,Bulgaria
12869,8,Men,Nou Barris,la Guineueta,48,1,Bulgaria
12870,8,Men,Nou Barris,Canyelles,49,0,Bulgaria
12871,8,Men,Nou Barris,les Roquetes,50,12,Bulgaria
12872,8,Men,Nou Barris,Verdun,51,7,Bulgaria
12873,8,Men,Nou Barris,la Prosperitat,52,19,Bulgaria
12874,8,Men,Nou Barris,la Trinitat Nova,53,0,Bulgaria
12875,8,Men,Nou Barris,Torre Baró,54,3,Bulgaria
12876,8,Men,Nou Barris,Ciutat Meridiana,55,2,Bulgaria
12877,8,Men,Nou Barris,Vallbona,56,2,Bulgaria
12878,9,Men,Sant Andreu,la Trinitat Vella,57,8,Bulgaria
12879,9,Men,Sant Andreu,Baró de Viver,58,1,Bulgaria
12880,9,Men,Sant Andreu,el Bon Pastor,59,5,Bulgaria
12881,9,Men,Sant Andreu,Sant Andreu,60,9,Bulgaria
12882,9,Men,Sant Andreu,la Sagrera,61,12,Bulgaria
12883,9,Men,Sant Andreu,el Congrés i els Indians,62,12,Bulgaria
12884,9,Men,Sant Andreu,Navas,63,13,Bulgaria
12885,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,17,Bulgaria
12886,10,Men,Sant Martí,el Clot,65,17,Bulgaria
12887,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,17,Bulgaria
12888,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,9,Bulgaria
12889,10,Men,Sant Martí,el Poblenou,68,21,Bulgaria
12890,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,17,Bulgaria
12891,10,Men,Sant Martí,el Besòs i el Maresme,70,22,Bulgaria
12892,10,Men,Sant Martí,Provençals del Poblenou,71,13,Bulgaria
12893,10,Men,Sant Martí,Sant Martí de Provençals,72,15,Bulgaria
12894,10,Men,Sant Martí,la Verneda i la Pau,73,24,Bulgaria
12895,1,Men,Ciutat Vella,el Raval,1,71,Sweden
12896,1,Men,Ciutat Vella,el Barri Gòtic,2,47,Sweden
12897,1,Men,Ciutat Vella,la Barceloneta,3,40,Sweden
12898,10,Men,Sant Martí,el Besòs i el Maresme,70,4,Sweden
12899,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,45,Sweden
12900,2,Men,Eixample,el Fort Pienc,5,22,Sweden
12901,2,Men,Eixample,la Sagrada Família,6,27,Sweden
12902,2,Men,Eixample,la Dreta de l'Eixample,7,48,Sweden
12903,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,36,Sweden
12904,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,29,Sweden
12905,2,Men,Eixample,Sant Antoni,10,28,Sweden
12906,3,Men,Sants-Montjuïc,el Poble Sec,11,45,Sweden
12907,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Sweden
12908,3,Men,Sants-Montjuïc,la Marina de Port,13,3,Sweden
12909,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,3,Sweden
12910,3,Men,Sants-Montjuïc,Hostafrancs,15,14,Sweden
12911,3,Men,Sants-Montjuïc,la Bordeta,16,7,Sweden
12912,3,Men,Sants-Montjuïc,Sants - Badal,17,3,Sweden
12913,3,Men,Sants-Montjuïc,Sants,18,13,Sweden
12914,4,Men,Les Corts,les Corts,19,12,Sweden
12915,4,Men,Les Corts,la Maternitat i Sant Ramon,20,5,Sweden
12916,4,Men,Les Corts,Pedralbes,21,5,Sweden
12917,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,4,Sweden
12918,5,Men,Sarrià-Sant Gervasi,Sarrià,23,16,Sweden
12919,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,5,Sweden
12920,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,7,Sweden
12921,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,38,Sweden
12922,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,9,Sweden
12923,6,Men,Gràcia,Vallcarca i els Penitents,28,10,Sweden
12924,6,Men,Gràcia,el Coll,29,3,Sweden
12925,6,Men,Gràcia,la Salut,30,5,Sweden
12926,6,Men,Gràcia,la Vila de Gràcia,31,46,Sweden
12927,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,16,Sweden
12928,7,Men,Horta-Guinardó,el Baix Guinardó,33,2,Sweden
12929,7,Men,Horta-Guinardó,Can Baró,34,2,Sweden
12930,7,Men,Horta-Guinardó,el Guinardó,35,7,Sweden
12931,7,Men,Horta-Guinardó,la Font d'en Fargues,36,1,Sweden
12932,7,Men,Horta-Guinardó,el Carmel,37,9,Sweden
12933,7,Men,Horta-Guinardó,la Teixonera,38,6,Sweden
12934,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,3,Sweden
12935,7,Men,Horta-Guinardó,Montbau,40,1,Sweden
12936,7,Men,Horta-Guinardó,la Vall d'Hebron,41,0,Sweden
12937,7,Men,Horta-Guinardó,la Clota,42,0,Sweden
12938,7,Men,Horta-Guinardó,Horta,43,5,Sweden
12939,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,11,Sweden
12940,8,Men,Nou Barris,Porta,45,0,Sweden
12941,8,Men,Nou Barris,el Turó de la Peira,46,0,Sweden
12942,8,Men,Nou Barris,Can Peguera,47,1,Sweden
12943,8,Men,Nou Barris,la Guineueta,48,3,Sweden
12944,8,Men,Nou Barris,Canyelles,49,0,Sweden
12945,8,Men,Nou Barris,les Roquetes,50,2,Sweden
12946,8,Men,Nou Barris,Verdun,51,2,Sweden
12947,8,Men,Nou Barris,la Prosperitat,52,0,Sweden
12948,8,Men,Nou Barris,la Trinitat Nova,53,1,Sweden
12949,8,Men,Nou Barris,Torre Baró,54,0,Sweden
12950,8,Men,Nou Barris,Ciutat Meridiana,55,0,Sweden
12951,8,Men,Nou Barris,Vallbona,56,0,Sweden
12952,9,Men,Sant Andreu,la Trinitat Vella,57,5,Sweden
12953,9,Men,Sant Andreu,Baró de Viver,58,0,Sweden
12954,9,Men,Sant Andreu,el Bon Pastor,59,0,Sweden
12955,9,Men,Sant Andreu,Sant Andreu,60,7,Sweden
12956,9,Men,Sant Andreu,la Sagrera,61,3,Sweden
12957,9,Men,Sant Andreu,el Congrés i els Indians,62,1,Sweden
12958,9,Men,Sant Andreu,Navas,63,2,Sweden
12959,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,17,Sweden
12960,10,Men,Sant Martí,el Clot,65,7,Sweden
12961,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,15,Sweden
12962,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,10,Sweden
12963,10,Men,Sant Martí,el Poblenou,68,46,Sweden
12964,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,22,Sweden
12965,10,Men,Sant Martí,Provençals del Poblenou,71,6,Sweden
12966,10,Men,Sant Martí,Sant Martí de Provençals,72,5,Sweden
12967,10,Men,Sant Martí,la Verneda i la Pau,73,1,Sweden
12968,1,Men,Ciutat Vella,el Raval,1,61,Belgium
12969,1,Men,Ciutat Vella,el Barri Gòtic,2,39,Belgium
12970,1,Men,Ciutat Vella,la Barceloneta,3,30,Belgium
12971,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,63,Belgium
12972,2,Men,Eixample,el Fort Pienc,5,24,Belgium
12973,2,Men,Eixample,la Sagrada Família,6,24,Belgium
12974,2,Men,Eixample,la Dreta de l'Eixample,7,56,Belgium
12975,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,44,Belgium
12976,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,35,Belgium
12977,2,Men,Eixample,Sant Antoni,10,32,Belgium
12978,3,Men,Sants-Montjuïc,el Poble Sec,11,45,Belgium
12979,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,1,Belgium
12980,3,Men,Sants-Montjuïc,la Marina de Port,13,3,Belgium
12981,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,5,Belgium
12982,3,Men,Sants-Montjuïc,Hostafrancs,15,10,Belgium
12983,3,Men,Sants-Montjuïc,la Bordeta,16,10,Belgium
12984,3,Men,Sants-Montjuïc,Sants - Badal,17,14,Belgium
12985,3,Men,Sants-Montjuïc,Sants,18,18,Belgium
12986,4,Men,Les Corts,les Corts,19,19,Belgium
12987,4,Men,Les Corts,la Maternitat i Sant Ramon,20,1,Belgium
12988,4,Men,Les Corts,Pedralbes,21,9,Belgium
12989,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,10,Belgium
12990,5,Men,Sarrià-Sant Gervasi,Sarrià,23,18,Belgium
12991,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,16,Belgium
12992,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,25,Belgium
12993,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,34,Belgium
12994,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,15,Belgium
12995,6,Men,Gràcia,Vallcarca i els Penitents,28,10,Belgium
12996,6,Men,Gràcia,el Coll,29,3,Belgium
12997,6,Men,Gràcia,la Salut,30,7,Belgium
12998,6,Men,Gràcia,la Vila de Gràcia,31,61,Belgium
12999,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,13,Belgium
13000,7,Men,Horta-Guinardó,el Baix Guinardó,33,6,Belgium
13001,7,Men,Horta-Guinardó,Can Baró,34,3,Belgium
13002,7,Men,Horta-Guinardó,el Guinardó,35,16,Belgium
13003,7,Men,Horta-Guinardó,la Font d'en Fargues,36,7,Belgium
13004,7,Men,Horta-Guinardó,el Carmel,37,10,Belgium
13005,7,Men,Horta-Guinardó,la Teixonera,38,1,Belgium
13006,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,1,Belgium
13007,7,Men,Horta-Guinardó,Montbau,40,2,Belgium
13008,7,Men,Horta-Guinardó,la Vall d'Hebron,41,0,Belgium
13009,7,Men,Horta-Guinardó,la Clota,42,0,Belgium
13010,7,Men,Horta-Guinardó,Horta,43,6,Belgium
13011,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,5,Belgium
13012,8,Men,Nou Barris,Porta,45,4,Belgium
13013,8,Men,Nou Barris,el Turó de la Peira,46,1,Belgium
13014,8,Men,Nou Barris,Can Peguera,47,1,Belgium
13015,8,Men,Nou Barris,la Guineueta,48,1,Belgium
13016,8,Men,Nou Barris,Canyelles,49,0,Belgium
13017,8,Men,Nou Barris,les Roquetes,50,2,Belgium
13018,8,Men,Nou Barris,Verdun,51,1,Belgium
13019,8,Men,Nou Barris,la Prosperitat,52,2,Belgium
13020,8,Men,Nou Barris,la Trinitat Nova,53,0,Belgium
13021,8,Men,Nou Barris,Torre Baró,54,0,Belgium
13022,8,Men,Nou Barris,Ciutat Meridiana,55,0,Belgium
13023,8,Men,Nou Barris,Vallbona,56,0,Belgium
13024,9,Men,Sant Andreu,la Trinitat Vella,57,1,Belgium
13025,9,Men,Sant Andreu,Baró de Viver,58,0,Belgium
13026,9,Men,Sant Andreu,el Bon Pastor,59,3,Belgium
13027,9,Men,Sant Andreu,Sant Andreu,60,4,Belgium
13028,9,Men,Sant Andreu,la Sagrera,61,6,Belgium
13029,9,Men,Sant Andreu,el Congrés i els Indians,62,4,Belgium
13030,9,Men,Sant Andreu,Navas,63,1,Belgium
13031,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,21,Belgium
13032,10,Men,Sant Martí,el Clot,65,9,Belgium
13033,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,21,Belgium
13034,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,7,Belgium
13035,10,Men,Sant Martí,el Poblenou,68,50,Belgium
13036,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,16,Belgium
13037,10,Men,Sant Martí,el Besòs i el Maresme,70,2,Belgium
13038,10,Men,Sant Martí,Provençals del Poblenou,71,9,Belgium
13039,10,Men,Sant Martí,Sant Martí de Provençals,72,4,Belgium
13040,10,Men,Sant Martí,la Verneda i la Pau,73,6,Belgium
13041,1,Men,Ciutat Vella,el Raval,1,43,Ireland
13042,1,Men,Ciutat Vella,el Barri Gòtic,2,48,Ireland
13043,1,Men,Ciutat Vella,la Barceloneta,3,20,Ireland
13044,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,49,Ireland
13045,2,Men,Eixample,el Fort Pienc,5,21,Ireland
13046,2,Men,Eixample,la Sagrada Família,6,35,Ireland
13047,2,Men,Eixample,la Dreta de l'Eixample,7,49,Ireland
13048,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,35,Ireland
13049,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,24,Ireland
13050,2,Men,Eixample,Sant Antoni,10,36,Ireland
13051,3,Men,Sants-Montjuïc,el Poble Sec,11,55,Ireland
13052,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Ireland
13053,3,Men,Sants-Montjuïc,la Marina de Port,13,6,Ireland
13054,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,6,Ireland
13055,3,Men,Sants-Montjuïc,Hostafrancs,15,10,Ireland
13056,3,Men,Sants-Montjuïc,la Bordeta,16,5,Ireland
13057,3,Men,Sants-Montjuïc,Sants - Badal,17,0,Ireland
13058,3,Men,Sants-Montjuïc,Sants,18,11,Ireland
13059,4,Men,Les Corts,les Corts,19,14,Ireland
13060,4,Men,Les Corts,la Maternitat i Sant Ramon,20,9,Ireland
13061,4,Men,Les Corts,Pedralbes,21,3,Ireland
13062,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,4,Ireland
13063,5,Men,Sarrià-Sant Gervasi,Sarrià,23,12,Ireland
13064,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,4,Ireland
13065,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,4,Ireland
13066,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,19,Ireland
13067,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,13,Ireland
13068,6,Men,Gràcia,Vallcarca i els Penitents,28,5,Ireland
13069,6,Men,Gràcia,el Coll,29,4,Ireland
13070,6,Men,Gràcia,la Salut,30,6,Ireland
13071,6,Men,Gràcia,la Vila de Gràcia,31,52,Ireland
13072,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,26,Ireland
13073,7,Men,Horta-Guinardó,el Baix Guinardó,33,7,Ireland
13074,7,Men,Horta-Guinardó,Can Baró,34,4,Ireland
13075,7,Men,Horta-Guinardó,el Guinardó,35,12,Ireland
13076,7,Men,Horta-Guinardó,la Font d'en Fargues,36,0,Ireland
13077,7,Men,Horta-Guinardó,el Carmel,37,8,Ireland
13078,7,Men,Horta-Guinardó,la Teixonera,38,3,Ireland
13079,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,1,Ireland
13080,7,Men,Horta-Guinardó,Montbau,40,2,Ireland
13081,7,Men,Horta-Guinardó,la Vall d'Hebron,41,4,Ireland
13082,7,Men,Horta-Guinardó,la Clota,42,0,Ireland
13083,7,Men,Horta-Guinardó,Horta,43,4,Ireland
13084,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,1,Ireland
13085,8,Men,Nou Barris,Porta,45,6,Ireland
13086,8,Men,Nou Barris,el Turó de la Peira,46,0,Ireland
13087,8,Men,Nou Barris,Can Peguera,47,0,Ireland
13088,8,Men,Nou Barris,la Guineueta,48,2,Ireland
13089,8,Men,Nou Barris,Canyelles,49,0,Ireland
13090,8,Men,Nou Barris,les Roquetes,50,1,Ireland
13091,8,Men,Nou Barris,Verdun,51,0,Ireland
13092,8,Men,Nou Barris,la Prosperitat,52,3,Ireland
13093,8,Men,Nou Barris,la Trinitat Nova,53,0,Ireland
13094,8,Men,Nou Barris,Torre Baró,54,0,Ireland
13095,8,Men,Nou Barris,Ciutat Meridiana,55,0,Ireland
13096,8,Men,Nou Barris,Vallbona,56,0,Ireland
13097,9,Men,Sant Andreu,la Trinitat Vella,57,1,Ireland
13098,9,Men,Sant Andreu,Baró de Viver,58,0,Ireland
13099,9,Men,Sant Andreu,el Bon Pastor,59,1,Ireland
13100,9,Men,Sant Andreu,Sant Andreu,60,3,Ireland
13101,9,Men,Sant Andreu,la Sagrera,61,5,Ireland
13102,9,Men,Sant Andreu,el Congrés i els Indians,62,3,Ireland
13103,9,Men,Sant Andreu,Navas,63,6,Ireland
13104,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,17,Ireland
13105,10,Men,Sant Martí,el Clot,65,9,Ireland
13106,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,16,Ireland
13107,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,11,Ireland
13108,10,Men,Sant Martí,el Poblenou,68,16,Ireland
13109,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,9,Ireland
13110,10,Men,Sant Martí,el Besòs i el Maresme,70,1,Ireland
13111,10,Men,Sant Martí,Provençals del Poblenou,71,13,Ireland
13112,10,Men,Sant Martí,Sant Martí de Provençals,72,2,Ireland
13113,10,Men,Sant Martí,la Verneda i la Pau,73,2,Ireland
13114,1,Men,Ciutat Vella,el Raval,1,28,Greece
13115,1,Men,Ciutat Vella,el Barri Gòtic,2,21,Greece
13116,1,Men,Ciutat Vella,la Barceloneta,3,7,Greece
13117,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,46,Greece
13118,2,Men,Eixample,el Fort Pienc,5,20,Greece
13119,2,Men,Eixample,la Sagrada Família,6,37,Greece
13120,2,Men,Eixample,la Dreta de l'Eixample,7,28,Greece
13121,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,23,Greece
13122,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,31,Greece
13123,2,Men,Eixample,Sant Antoni,10,21,Greece
13124,3,Men,Sants-Montjuïc,el Poble Sec,11,31,Greece
13125,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Greece
13126,3,Men,Sants-Montjuïc,la Marina de Port,13,1,Greece
13127,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,8,Greece
13128,3,Men,Sants-Montjuïc,Hostafrancs,15,6,Greece
13129,3,Men,Sants-Montjuïc,la Bordeta,16,9,Greece
13130,3,Men,Sants-Montjuïc,Sants - Badal,17,5,Greece
13131,3,Men,Sants-Montjuïc,Sants,18,20,Greece
13132,4,Men,Les Corts,les Corts,19,11,Greece
13133,4,Men,Les Corts,la Maternitat i Sant Ramon,20,11,Greece
13134,4,Men,Les Corts,Pedralbes,21,4,Greece
13135,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,1,Greece
13136,5,Men,Sarrià-Sant Gervasi,Sarrià,23,9,Greece
13137,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,1,Greece
13138,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,9,Greece
13139,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,16,Greece
13140,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,12,Greece
13141,6,Men,Gràcia,Vallcarca i els Penitents,28,5,Greece
13142,6,Men,Gràcia,el Coll,29,2,Greece
13143,6,Men,Gràcia,la Salut,30,3,Greece
13144,6,Men,Gràcia,la Vila de Gràcia,31,46,Greece
13145,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,15,Greece
13146,7,Men,Horta-Guinardó,el Baix Guinardó,33,13,Greece
13147,7,Men,Horta-Guinardó,Can Baró,34,3,Greece
13148,7,Men,Horta-Guinardó,el Guinardó,35,6,Greece
13149,7,Men,Horta-Guinardó,la Font d'en Fargues,36,1,Greece
13150,7,Men,Horta-Guinardó,el Carmel,37,5,Greece
13151,7,Men,Horta-Guinardó,la Teixonera,38,2,Greece
13152,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,2,Greece
13153,7,Men,Horta-Guinardó,Montbau,40,2,Greece
13154,7,Men,Horta-Guinardó,la Vall d'Hebron,41,2,Greece
13155,7,Men,Horta-Guinardó,la Clota,42,0,Greece
13156,7,Men,Horta-Guinardó,Horta,43,2,Greece
13157,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,3,Greece
13158,8,Men,Nou Barris,Porta,45,4,Greece
13159,8,Men,Nou Barris,el Turó de la Peira,46,0,Greece
13160,8,Men,Nou Barris,Can Peguera,47,0,Greece
13161,8,Men,Nou Barris,la Guineueta,48,0,Greece
13162,8,Men,Nou Barris,Canyelles,49,1,Greece
13163,8,Men,Nou Barris,les Roquetes,50,0,Greece
13164,8,Men,Nou Barris,Verdun,51,0,Greece
13165,8,Men,Nou Barris,la Prosperitat,52,2,Greece
13166,8,Men,Nou Barris,la Trinitat Nova,53,1,Greece
13167,8,Men,Nou Barris,Torre Baró,54,0,Greece
13168,8,Men,Nou Barris,Ciutat Meridiana,55,0,Greece
13169,8,Men,Nou Barris,Vallbona,56,1,Greece
13170,9,Men,Sant Andreu,la Trinitat Vella,57,1,Greece
13171,9,Men,Sant Andreu,Baró de Viver,58,1,Greece
13172,9,Men,Sant Andreu,el Bon Pastor,59,1,Greece
13173,9,Men,Sant Andreu,Sant Andreu,60,6,Greece
13174,9,Men,Sant Andreu,la Sagrera,61,4,Greece
13175,9,Men,Sant Andreu,el Congrés i els Indians,62,3,Greece
13176,9,Men,Sant Andreu,Navas,63,2,Greece
13177,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,18,Greece
13178,10,Men,Sant Martí,el Clot,65,7,Greece
13179,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,12,Greece
13180,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,5,Greece
13181,10,Men,Sant Martí,el Poblenou,68,20,Greece
13182,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,7,Greece
13183,10,Men,Sant Martí,el Besòs i el Maresme,70,3,Greece
13184,10,Men,Sant Martí,Provençals del Poblenou,71,8,Greece
13185,10,Men,Sant Martí,Sant Martí de Provençals,72,10,Greece
13186,10,Men,Sant Martí,la Verneda i la Pau,73,4,Greece
13187,1,Men,Ciutat Vella,el Raval,1,26,Swiss
13188,1,Men,Ciutat Vella,el Barri Gòtic,2,23,Swiss
13189,1,Men,Ciutat Vella,la Barceloneta,3,13,Swiss
13190,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,25,Swiss
13191,2,Men,Eixample,el Fort Pienc,5,12,Swiss
13192,2,Men,Eixample,la Sagrada Família,6,17,Swiss
13193,2,Men,Eixample,la Dreta de l'Eixample,7,30,Swiss
