,District_Code,Sex,District,Neighborhood,Neighborhood_Code,Population,Nationality
13194,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,21,Swiss
13195,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,15,Swiss
13196,2,Men,Eixample,Sant Antoni,10,12,Swiss
13197,3,Men,Sants-Montjuïc,el Poble Sec,11,10,Swiss
13198,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Swiss
13199,3,Men,Sants-Montjuïc,la Marina de Port,13,0,Swiss
13200,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,2,Swiss
13201,3,Men,Sants-Montjuïc,Hostafrancs,15,1,Swiss
13202,3,Men,Sants-Montjuïc,la Bordeta,16,2,Swiss
13203,3,Men,Sants-Montjuïc,Sants - Badal,17,1,Swiss
13204,3,Men,Sants-Montjuïc,Sants,18,12,Swiss
13205,4,Men,Les Corts,les Corts,19,11,Swiss
13206,4,Men,Les Corts,la Maternitat i Sant Ramon,20,3,Swiss
13207,4,Men,Les Corts,Pedralbes,21,13,Swiss
13208,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,4,Swiss
13209,5,Men,Sarrià-Sant Gervasi,Sarrià,23,10,Swiss
13210,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,18,Swiss
13211,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,19,Swiss
13212,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,45,Swiss
13213,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,15,Swiss
13214,6,Men,Gràcia,Vallcarca i els Penitents,28,7,Swiss
13215,6,Men,Gràcia,el Coll,29,3,Swiss
13216,6,Men,Gràcia,la Salut,30,8,Swiss
13217,6,Men,Gràcia,la Vila de Gràcia,31,33,Swiss
13218,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,9,Swiss
13219,7,Men,Horta-Guinardó,el Baix Guinardó,33,3,Swiss
13220,7,Men,Horta-Guinardó,Can Baró,34,2,Swiss
13221,7,Men,Horta-Guinardó,el Guinardó,35,3,Swiss
13222,7,Men,Horta-Guinardó,la Font d'en Fargues,36,0,Swiss
13223,7,Men,Horta-Guinardó,el Carmel,37,3,Swiss
13224,7,Men,Horta-Guinardó,la Teixonera,38,0,Swiss
13225,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,4,Swiss
13226,7,Men,Horta-Guinardó,Montbau,40,0,Swiss
13227,7,Men,Horta-Guinardó,la Vall d'Hebron,41,0,Swiss
13228,7,Men,Horta-Guinardó,la Clota,42,0,Swiss
13229,7,Men,Horta-Guinardó,Horta,43,2,Swiss
13230,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,1,Swiss
13231,8,Men,Nou Barris,Porta,45,0,Swiss
13232,8,Men,Nou Barris,el Turó de la Peira,46,0,Swiss
13233,8,Men,Nou Barris,Can Peguera,47,0,Swiss
13234,8,Men,Nou Barris,la Guineueta,48,0,Swiss
13235,8,Men,Nou Barris,Canyelles,49,0,Swiss
13236,8,Men,Nou Barris,les Roquetes,50,1,Swiss
13237,8,Men,Nou Barris,Verdun,51,0,Swiss
13238,8,Men,Nou Barris,la Prosperitat,52,0,Swiss
13239,8,Men,Nou Barris,la Trinitat Nova,53,0,Swiss
13240,8,Men,Nou Barris,Torre Baró,54,0,Swiss
13241,8,Men,Nou Barris,Ciutat Meridiana,55,0,Swiss
13242,8,Men,Nou Barris,Vallbona,56,0,Swiss
13243,9,Men,Sant Andreu,la Trinitat Vella,57,1,Swiss
13244,9,Men,Sant Andreu,Baró de Viver,58,0,Swiss
13245,9,Men,Sant Andreu,el Bon Pastor,59,0,Swiss
13246,9,Men,Sant Andreu,Sant Andreu,60,3,Swiss
13247,9,Men,Sant Andreu,la Sagrera,61,0,Swiss
13248,9,Men,Sant Andreu,el Congrés i els Indians,62,3,Swiss
13249,9,Men,Sant Andreu,Navas,63,1,Swiss
13250,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,14,Swiss
13251,10,Men,Sant Martí,el Clot,65,3,Swiss
13252,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,11,Swiss
13253,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,4,Swiss
13254,10,Men,Sant Martí,el Poblenou,68,16,Swiss
13255,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,6,Swiss
13256,10,Men,Sant Martí,el Besòs i el Maresme,70,2,Swiss
13257,10,Men,Sant Martí,Provençals del Poblenou,71,6,Swiss
13258,10,Men,Sant Martí,Sant Martí de Provençals,72,3,Swiss
13259,10,Men,Sant Martí,la Verneda i la Pau,73,2,Swiss
13260,1,Men,Ciutat Vella,el Raval,1,18,Hungary
13261,1,Men,Ciutat Vella,el Barri Gòtic,2,15,Hungary
13262,1,Men,Ciutat Vella,la Barceloneta,3,17,Hungary
13263,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,16,Hungary
13264,2,Men,Eixample,el Fort Pienc,5,12,Hungary
13265,2,Men,Eixample,la Sagrada Família,6,5,Hungary
13266,2,Men,Eixample,la Dreta de l'Eixample,7,27,Hungary
13267,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,15,Hungary
13268,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,14,Hungary
13269,2,Men,Eixample,Sant Antoni,10,11,Hungary
13270,3,Men,Sants-Montjuïc,el Poble Sec,11,21,Hungary
13271,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Hungary
13272,3,Men,Sants-Montjuïc,la Marina de Port,13,4,Hungary
13273,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,2,Hungary
13274,3,Men,Sants-Montjuïc,Hostafrancs,15,1,Hungary
13275,3,Men,Sants-Montjuïc,la Bordeta,16,4,Hungary
13276,3,Men,Sants-Montjuïc,Sants - Badal,17,4,Hungary
13277,3,Men,Sants-Montjuïc,Sants,18,6,Hungary
13278,4,Men,Les Corts,les Corts,19,6,Hungary
13279,4,Men,Les Corts,la Maternitat i Sant Ramon,20,4,Hungary
13280,4,Men,Les Corts,Pedralbes,21,7,Hungary
13281,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,1,Hungary
13282,5,Men,Sarrià-Sant Gervasi,Sarrià,23,8,Hungary
13283,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,1,Hungary
13284,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,6,Hungary
13285,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,7,Hungary
13286,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,9,Hungary
13287,6,Men,Gràcia,Vallcarca i els Penitents,28,1,Hungary
13288,6,Men,Gràcia,el Coll,29,1,Hungary
13289,6,Men,Gràcia,la Salut,30,7,Hungary
13290,6,Men,Gràcia,la Vila de Gràcia,31,26,Hungary
13291,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,11,Hungary
13292,7,Men,Horta-Guinardó,el Baix Guinardó,33,16,Hungary
13293,7,Men,Horta-Guinardó,Can Baró,34,8,Hungary
13294,7,Men,Horta-Guinardó,el Guinardó,35,9,Hungary
13295,7,Men,Horta-Guinardó,la Font d'en Fargues,36,1,Hungary
13296,7,Men,Horta-Guinardó,el Carmel,37,5,Hungary
13297,7,Men,Horta-Guinardó,la Teixonera,38,2,Hungary
13298,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,3,Hungary
13299,7,Men,Horta-Guinardó,Montbau,40,1,Hungary
13300,7,Men,Horta-Guinardó,la Vall d'Hebron,41,0,Hungary
13301,7,Men,Horta-Guinardó,la Clota,42,0,Hungary
13302,7,Men,Horta-Guinardó,Horta,43,2,Hungary
13303,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,2,Hungary
13304,8,Men,Nou Barris,Porta,45,2,Hungary
13305,8,Men,Nou Barris,el Turó de la Peira,46,0,Hungary
13306,8,Men,Nou Barris,Can Peguera,47,0,Hungary
13307,8,Men,Nou Barris,la Guineueta,48,0,Hungary
13308,8,Men,Nou Barris,Canyelles,49,0,Hungary
13309,8,Men,Nou Barris,les Roquetes,50,1,Hungary
13310,8,Men,Nou Barris,Verdun,51,0,Hungary
13311,8,Men,Nou Barris,la Prosperitat,52,1,Hungary
13312,8,Men,Nou Barris,la Trinitat Nova,53,0,Hungary
13313,8,Men,Nou Barris,Torre Baró,54,0,Hungary
13314,8,Men,Nou Barris,Ciutat Meridiana,55,0,Hungary
13315,8,Men,Nou Barris,Vallbona,56,0,Hungary
13316,9,Men,Sant Andreu,la Trinitat Vella,57,0,Hungary
13317,9,Men,Sant Andreu,Baró de Viver,58,0,Hungary
13318,9,Men,Sant Andreu,el Bon Pastor,59,2,Hungary
13319,9,Men,Sant Andreu,Sant Andreu,60,7,Hungary
13320,9,Men,Sant Andreu,la Sagrera,61,8,Hungary
13321,9,Men,Sant Andreu,el Congrés i els Indians,62,4,Hungary
13322,9,Men,Sant Andreu,Navas,63,2,Hungary
13323,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,6,Hungary
13324,10,Men,Sant Martí,el Clot,65,5,Hungary
13325,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,5,Hungary
13326,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,11,Hungary
13327,10,Men,Sant Martí,el Poblenou,68,15,Hungary
13328,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,6,Hungary
13329,10,Men,Sant Martí,el Besòs i el Maresme,70,0,Hungary
13330,10,Men,Sant Martí,Provençals del Poblenou,71,10,Hungary
13331,10,Men,Sant Martí,Sant Martí de Provençals,72,4,Hungary
13332,10,Men,Sant Martí,la Verneda i la Pau,73,0,Hungary
13333,1,Men,Ciutat Vella,el Raval,1,163,Rest of European countries
13334,1,Men,Ciutat Vella,el Barri Gòtic,2,111,Rest of European countries
13335,1,Men,Ciutat Vella,la Barceloneta,3,99,Rest of European countries
13336,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,140,Rest of European countries
13337,2,Men,Eixample,el Fort Pienc,5,96,Rest of European countries
13338,2,Men,Eixample,la Sagrada Família,6,112,Rest of European countries
13339,2,Men,Eixample,la Dreta de l'Eixample,7,145,Rest of European countries
13340,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,141,Rest of European countries
13341,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,122,Rest of European countries
13342,2,Men,Eixample,Sant Antoni,10,87,Rest of European countries
13343,3,Men,Sants-Montjuïc,el Poble Sec,11,110,Rest of European countries
13344,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Rest of European countries
13345,3,Men,Sants-Montjuïc,la Marina de Port,13,30,Rest of European countries
13346,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,20,Rest of European countries
13347,3,Men,Sants-Montjuïc,Hostafrancs,15,39,Rest of European countries
13348,3,Men,Sants-Montjuïc,la Bordeta,16,21,Rest of European countries
13349,3,Men,Sants-Montjuïc,Sants - Badal,17,30,Rest of European countries
13350,3,Men,Sants-Montjuïc,Sants,18,67,Rest of European countries
13351,4,Men,Les Corts,les Corts,19,75,Rest of European countries
13352,4,Men,Les Corts,la Maternitat i Sant Ramon,20,32,Rest of European countries
13353,4,Men,Les Corts,Pedralbes,21,29,Rest of European countries
13354,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,19,Rest of European countries
13355,2,Men,Eixample,el Fort Pienc,5,175,Morocco
13356,5,Men,Sarrià-Sant Gervasi,Sarrià,23,75,Rest of European countries
13357,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,22,Rest of European countries
13358,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,47,Rest of European countries
13359,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,94,Rest of European countries
13360,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,61,Rest of European countries
13361,6,Men,Gràcia,Vallcarca i els Penitents,28,32,Rest of European countries
13362,6,Men,Gràcia,el Coll,29,15,Rest of European countries
13363,6,Men,Gràcia,la Salut,30,23,Rest of European countries
13364,6,Men,Gràcia,la Vila de Gràcia,31,150,Rest of European countries
13365,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,82,Rest of European countries
13366,7,Men,Horta-Guinardó,el Baix Guinardó,33,30,Rest of European countries
13367,7,Men,Horta-Guinardó,Can Baró,34,21,Rest of European countries
13368,7,Men,Horta-Guinardó,el Guinardó,35,66,Rest of European countries
13369,7,Men,Horta-Guinardó,la Font d'en Fargues,36,8,Rest of European countries
13370,7,Men,Horta-Guinardó,el Carmel,37,48,Rest of European countries
13371,7,Men,Horta-Guinardó,la Teixonera,38,17,Rest of European countries
13372,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,11,Rest of European countries
13373,7,Men,Horta-Guinardó,Montbau,40,3,Rest of European countries
13374,7,Men,Horta-Guinardó,la Vall d'Hebron,41,7,Rest of European countries
13375,7,Men,Horta-Guinardó,la Clota,42,3,Rest of European countries
13376,7,Men,Horta-Guinardó,Horta,43,20,Rest of European countries
13377,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,15,Rest of European countries
13378,8,Men,Nou Barris,Porta,45,37,Rest of European countries
13379,8,Men,Nou Barris,el Turó de la Peira,46,13,Rest of European countries
13380,8,Men,Nou Barris,Can Peguera,47,0,Rest of European countries
13381,8,Men,Nou Barris,la Guineueta,48,7,Rest of European countries
13382,8,Men,Nou Barris,Canyelles,49,5,Rest of European countries
13383,8,Men,Nou Barris,les Roquetes,50,16,Rest of European countries
13384,8,Men,Nou Barris,Verdun,51,3,Rest of European countries
13385,8,Men,Nou Barris,la Prosperitat,52,22,Rest of European countries
13386,8,Men,Nou Barris,la Trinitat Nova,53,6,Rest of European countries
13387,8,Men,Nou Barris,Torre Baró,54,11,Rest of European countries
13388,8,Men,Nou Barris,Ciutat Meridiana,55,6,Rest of European countries
13389,8,Men,Nou Barris,Vallbona,56,1,Rest of European countries
13390,9,Men,Sant Andreu,la Trinitat Vella,57,10,Rest of European countries
13391,9,Men,Sant Andreu,Baró de Viver,58,0,Rest of European countries
13392,9,Men,Sant Andreu,el Bon Pastor,59,18,Rest of European countries
13393,9,Men,Sant Andreu,Sant Andreu,60,47,Rest of European countries
13394,9,Men,Sant Andreu,la Sagrera,61,21,Rest of European countries
13395,9,Men,Sant Andreu,el Congrés i els Indians,62,21,Rest of European countries
13396,9,Men,Sant Andreu,Navas,63,18,Rest of European countries
13397,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,82,Rest of European countries
13398,10,Men,Sant Martí,el Clot,65,44,Rest of European countries
13399,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,69,Rest of European countries
13400,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,38,Rest of European countries
13401,10,Men,Sant Martí,el Poblenou,68,120,Rest of European countries
13402,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,58,Rest of European countries
13403,10,Men,Sant Martí,el Besòs i el Maresme,70,71,Rest of European countries
13404,10,Men,Sant Martí,Provençals del Poblenou,71,35,Rest of European countries
13405,10,Men,Sant Martí,Sant Martí de Provençals,72,16,Rest of European countries
13406,10,Men,Sant Martí,la Verneda i la Pau,73,57,Rest of European countries
13407,1,Men,Ciutat Vella,el Raval,1,945,Morocco
13408,1,Men,Ciutat Vella,el Barri Gòtic,2,501,Morocco
13409,1,Men,Ciutat Vella,la Barceloneta,3,204,Morocco
13410,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,604,Morocco
13411,2,Men,Eixample,la Sagrada Família,6,180,Morocco
13412,2,Men,Eixample,la Dreta de l'Eixample,7,84,Morocco
13413,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,85,Morocco
13414,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,127,Morocco
13415,2,Men,Eixample,Sant Antoni,10,121,Morocco
13416,3,Men,Sants-Montjuïc,el Poble Sec,11,408,Morocco
13417,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,11,Morocco
13418,3,Men,Sants-Montjuïc,la Marina de Port,13,202,Morocco
13419,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,39,Morocco
13420,3,Men,Sants-Montjuïc,Hostafrancs,15,102,Morocco
13421,3,Men,Sants-Montjuïc,la Bordeta,16,140,Morocco
13422,3,Men,Sants-Montjuïc,Sants - Badal,17,170,Morocco
13423,3,Men,Sants-Montjuïc,Sants,18,575,Morocco
13424,4,Men,Les Corts,les Corts,19,107,Morocco
13425,4,Men,Les Corts,la Maternitat i Sant Ramon,20,50,Morocco
13426,4,Men,Les Corts,Pedralbes,21,11,Morocco
13427,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,9,Morocco
13428,5,Men,Sarrià-Sant Gervasi,Sarrià,23,72,Morocco
13429,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,23,Morocco
13430,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,47,Morocco
13431,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,33,Morocco
13432,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,66,Morocco
13433,6,Men,Gràcia,Vallcarca i els Penitents,28,27,Morocco
13434,6,Men,Gràcia,el Coll,29,33,Morocco
13435,6,Men,Gràcia,la Salut,30,98,Morocco
13436,6,Men,Gràcia,la Vila de Gràcia,31,115,Morocco
13437,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,71,Morocco
13438,7,Men,Horta-Guinardó,el Baix Guinardó,33,68,Morocco
13439,7,Men,Horta-Guinardó,Can Baró,34,29,Morocco
13440,7,Men,Horta-Guinardó,el Guinardó,35,112,Morocco
13441,7,Men,Horta-Guinardó,la Font d'en Fargues,36,12,Morocco
13442,7,Men,Horta-Guinardó,el Carmel,37,159,Morocco
13443,7,Men,Horta-Guinardó,la Teixonera,38,65,Morocco
13444,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,36,Morocco
13445,7,Men,Horta-Guinardó,Montbau,40,15,Morocco
13446,7,Men,Horta-Guinardó,la Vall d'Hebron,41,9,Morocco
13447,7,Men,Horta-Guinardó,la Clota,42,4,Morocco
13448,7,Men,Horta-Guinardó,Horta,43,179,Morocco
13449,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,58,Morocco
13450,8,Men,Nou Barris,Porta,45,221,Morocco
13451,8,Men,Nou Barris,el Turó de la Peira,46,107,Morocco
13452,8,Men,Nou Barris,Can Peguera,47,20,Morocco
13453,8,Men,Nou Barris,la Guineueta,48,15,Morocco
13454,8,Men,Nou Barris,Canyelles,49,9,Morocco
13455,8,Men,Nou Barris,les Roquetes,50,134,Morocco
13456,8,Men,Nou Barris,Verdun,51,81,Morocco
13457,8,Men,Nou Barris,la Prosperitat,52,89,Morocco
13458,8,Men,Nou Barris,la Trinitat Nova,53,79,Morocco
13459,8,Men,Nou Barris,Torre Baró,54,77,Morocco
13460,8,Men,Nou Barris,Ciutat Meridiana,55,234,Morocco
13461,8,Men,Nou Barris,Vallbona,56,18,Morocco
13462,9,Men,Sant Andreu,la Trinitat Vella,57,332,Morocco
13463,9,Men,Sant Andreu,Baró de Viver,58,42,Morocco
13464,9,Men,Sant Andreu,el Bon Pastor,59,132,Morocco
13465,9,Men,Sant Andreu,Sant Andreu,60,169,Morocco
13466,9,Men,Sant Andreu,la Sagrera,61,88,Morocco
13467,9,Men,Sant Andreu,el Congrés i els Indians,62,45,Morocco
13468,9,Men,Sant Andreu,Navas,63,69,Morocco
13469,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,167,Morocco
13470,10,Men,Sant Martí,el Clot,65,168,Morocco
13471,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,99,Morocco
13472,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,18,Morocco
13473,10,Men,Sant Martí,el Poblenou,68,100,Morocco
13474,9,Men,Sant Andreu,la Sagrera,61,6,Algeria
13475,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,42,Morocco
13476,10,Men,Sant Martí,el Besòs i el Maresme,70,402,Morocco
13477,10,Men,Sant Martí,Provençals del Poblenou,71,119,Morocco
13478,10,Men,Sant Martí,Sant Martí de Provençals,72,65,Morocco
13479,10,Men,Sant Martí,la Verneda i la Pau,73,80,Morocco
13480,1,Men,Ciutat Vella,el Raval,1,160,Algeria
13481,1,Men,Ciutat Vella,el Barri Gòtic,2,83,Algeria
13482,1,Men,Ciutat Vella,la Barceloneta,3,51,Algeria
13483,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,78,Algeria
13484,2,Men,Eixample,el Fort Pienc,5,18,Algeria
13485,2,Men,Eixample,la Sagrada Família,6,25,Algeria
13486,2,Men,Eixample,la Dreta de l'Eixample,7,25,Algeria
13487,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,10,Algeria
13488,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,29,Algeria
13489,2,Men,Eixample,Sant Antoni,10,23,Algeria
13490,3,Men,Sants-Montjuïc,el Poble Sec,11,77,Algeria
13491,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,1,Algeria
13492,3,Men,Sants-Montjuïc,la Marina de Port,13,35,Algeria
13493,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,2,Algeria
13494,3,Men,Sants-Montjuïc,Hostafrancs,15,28,Algeria
13495,3,Men,Sants-Montjuïc,la Bordeta,16,14,Algeria
13496,3,Men,Sants-Montjuïc,Sants - Badal,17,23,Algeria
13497,3,Men,Sants-Montjuïc,Sants,18,58,Algeria
13498,4,Men,Les Corts,les Corts,19,20,Algeria
13499,4,Men,Les Corts,la Maternitat i Sant Ramon,20,11,Algeria
13500,4,Men,Les Corts,Pedralbes,21,11,Algeria
13501,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,2,Algeria
13502,5,Men,Sarrià-Sant Gervasi,Sarrià,23,18,Algeria
13503,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,7,Algeria
13504,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,14,Algeria
13505,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,5,Algeria
13506,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,27,7,Algeria
13507,6,Men,Gràcia,Vallcarca i els Penitents,28,2,Algeria
13508,6,Men,Gràcia,el Coll,29,2,Algeria
13509,6,Men,Gràcia,la Salut,30,12,Algeria
13510,6,Men,Gràcia,la Vila de Gràcia,31,18,Algeria
13511,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,8,Algeria
13512,7,Men,Horta-Guinardó,el Baix Guinardó,33,13,Algeria
13513,7,Men,Horta-Guinardó,Can Baró,34,10,Algeria
13514,7,Men,Horta-Guinardó,el Guinardó,35,17,Algeria
13515,7,Men,Horta-Guinardó,la Font d'en Fargues,36,3,Algeria
13516,7,Men,Horta-Guinardó,el Carmel,37,18,Algeria
13517,7,Men,Horta-Guinardó,la Teixonera,38,3,Algeria
13518,7,Men,Horta-Guinardó,Sant Genís dels Agudells,39,8,Algeria
13519,7,Men,Horta-Guinardó,Montbau,40,4,Algeria
13520,7,Men,Horta-Guinardó,la Vall d'Hebron,41,0,Algeria
13521,7,Men,Horta-Guinardó,la Clota,42,2,Algeria
13522,7,Men,Horta-Guinardó,Horta,43,17,Algeria
13523,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,44,10,Algeria
13524,8,Men,Nou Barris,Porta,45,27,Algeria
13525,8,Men,Nou Barris,el Turó de la Peira,46,18,Algeria
13526,8,Men,Nou Barris,Can Peguera,47,1,Algeria
13527,8,Men,Nou Barris,la Guineueta,48,1,Algeria
13528,8,Men,Nou Barris,Canyelles,49,1,Algeria
13529,8,Men,Nou Barris,les Roquetes,50,6,Algeria
13530,8,Men,Nou Barris,Verdun,51,16,Algeria
13531,8,Men,Nou Barris,la Prosperitat,52,7,Algeria
13532,8,Men,Nou Barris,la Trinitat Nova,53,8,Algeria
13533,8,Men,Nou Barris,Torre Baró,54,1,Algeria
13534,8,Men,Nou Barris,Ciutat Meridiana,55,11,Algeria
13535,8,Men,Nou Barris,Vallbona,56,2,Algeria
13536,9,Men,Sant Andreu,la Trinitat Vella,57,33,Algeria
13537,9,Men,Sant Andreu,Baró de Viver,58,20,Algeria
13538,9,Men,Sant Andreu,el Bon Pastor,59,15,Algeria
13539,9,Men,Sant Andreu,Sant Andreu,60,22,Algeria
13540,9,Men,Sant Andreu,el Congrés i els Indians,62,6,Algeria
13541,9,Men,Sant Andreu,Navas,63,12,Algeria
13542,10,Men,Sant Martí,el Camp de l'Arpa del Clot,64,15,Algeria
13543,10,Men,Sant Martí,el Clot,65,15,Algeria
13544,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,66,17,Algeria
13545,10,Men,Sant Martí,la Vila Olímpica del Poblenou,67,0,Algeria
13546,10,Men,Sant Martí,el Poblenou,68,10,Algeria
13547,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,13,Algeria
13548,10,Men,Sant Martí,el Besòs i el Maresme,70,61,Algeria
13549,10,Men,Sant Martí,Provençals del Poblenou,71,38,Algeria
13550,10,Men,Sant Martí,Sant Martí de Provençals,72,10,Algeria
13551,10,Men,Sant Martí,la Verneda i la Pau,73,16,Algeria
13552,1,Men,Ciutat Vella,el Raval,1,66,Senegal
13553,1,Men,Ciutat Vella,el Barri Gòtic,2,77,Senegal
13554,1,Men,Ciutat Vella,la Barceloneta,3,13,Senegal
13555,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,40,Senegal
13556,2,Men,Eixample,el Fort Pienc,5,41,Senegal
13557,2,Men,Eixample,la Sagrada Família,6,26,Senegal
13558,2,Men,Eixample,la Dreta de l'Eixample,7,36,Senegal
13559,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8,10,Senegal
13560,2,Men,Eixample,la Nova Esquerra de l'Eixample,9,21,Senegal
13561,2,Men,Eixample,Sant Antoni,10,19,Senegal
13562,3,Men,Sants-Montjuïc,el Poble Sec,11,34,Senegal
13563,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,12,0,Senegal
13564,3,Men,Sants-Montjuïc,la Marina de Port,13,11,Senegal
13565,3,Men,Sants-Montjuïc,la Font de la Guatlla,14,9,Senegal
13566,3,Men,Sants-Montjuïc,Hostafrancs,15,8,Senegal
13567,3,Men,Sants-Montjuïc,la Bordeta,16,16,Senegal
13568,3,Men,Sants-Montjuïc,Sants - Badal,17,8,Senegal
13569,3,Men,Sants-Montjuïc,Sants,18,30,Senegal
13570,4,Men,Les Corts,les Corts,19,15,Senegal
13571,4,Men,Les Corts,la Maternitat i Sant Ramon,20,3,Senegal
13572,4,Men,Les Corts,Pedralbes,21,0,Senegal
13573,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,0,Senegal
13574,5,Men,Sarrià-Sant Gervasi,Sarrià,23,6,Senegal
13575,5,Men,Sarrià-Sant Gervasi,les Tres Torres,24,1,Senegal
